Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
t	t	ata, iti	kinikinauguana, matchiguengamatsigenka, inapariinamari, marawamaragua, paresiparecis, mehinaku, asheninkacampa, waurawaura, yawalapitiyawalapiti, manao, garifunablackcarib, chamicuro, bahuanashiriana, apurinaapurina, kurripacowakuenai, nomatsiguenga, warekena, enawenemaweenawenenawe, piroyine, amueshayanesha, saraveka, waraicu, banivaavanibaniwado, yaviteroparaene, terenaterena, guajirowayuu, tariana, maipure, wainuma, manxinerimachinere, trinitariomoxos, caquintepoyenisati, baniwaicana, paraujanoanu, baure, tainotaino, kauixana, pasepase, wapixanawapishana, guinauguinao, ignacianomoxos, palikur, barebarawana, resigaroresigaro, aruaarua, yumana, achagua, marawan, cabiyaricaviyari, mandawakamandahuaca, islandcaribkarifuna, piapocodzaze, yukunamatapi, lokonoarawak, karutanakarutana, mawayanamapidian, anauya	1010	U+0074
r	r	ari, mari	garifunablackcarib, nomatsiguenga, inapariinamari, asheninkacampa, matchiguengamatsigenka, islandcaribkarifuna, cabiyaricaviyari, tainotaino, mawayanamapidian, wainuma, marawamaragua, piroyine, manxinerimachinere, trinitariomoxos, ignacianomoxos, paraujanoanu, piapocodzaze, yukunamatapi, maipure, paresiparecis, lokonoarawak, apurinaapurina, bahuanashiriana, anauya, mandawakamandahuaca, kauixana, caquintepoyenisati, baure, kurripacowakuenai, palikur, saraveka, terenaterena, baniwaicana, marawan, manao, aruaarua, karutanakarutana, barebarawana, kinikinauguana, waraicu, guinauguinao, pasepase, enawenemaweenawenenawe, banivaavanibaniwado, yumana, achagua, waurawaura, wapixanawapishana, warekena, guajirowayuu, yaviteroparaene	938	U+0072
k	k	maka, daka	apurinaapurina, asheninkacampa, piapocodzaze, yukunamatapi, matchiguengamatsigenka, maipure, kurripacowakuenai, ignacianomoxos, guinauguinao, baure, marawamaragua, chamicuro, kinikinauguana, waraicu, nomatsiguenga, paresiparecis, terenaterena, trinitariomoxos, tainotaino, mehinaku, manao, kauixana, yawalapitiyawalapiti, waurawaura, wainuma, barebarawana, lokonoarawak, yumana, mawayanamapidian, saraveka, mandawakamandahuaca, resigaroresigaro, caquintepoyenisati, piroyine, aruaarua, manxinerimachinere, baniwaicana, guajirowayuu, enawenemaweenawenenawe, achagua, palikur, marawan, wapixanawapishana, tariana, cabiyaricaviyari, pasepase, karutanakarutana, islandcaribkarifuna, paraujanoanu, anauya, bahuanashiriana, yaviteroparaene, amueshayanesha, warekena, banivaavanibaniwado	914	U+006b
o	o	kotiskon, kotʃoporikon	baure, amueshayanesha, asheninkacampa, trinitariomoxos, paresiparecis, lokonoarawak, resigaroresigaro, matchiguengamatsigenka, terenaterena, kinikinauguana, nomatsiguenga, chamicuro, guinauguinao, apurinaapurina, paraujanoanu, piroyine, tainotaino, guajirowayuu, saraveka, marawamaragua, islandcaribkarifuna, enawenemaweenawenenawe, waraicu, manxinerimachinere, kauixana, caquintepoyenisati, yumana, yukunamatapi, anauya, garifunablackcarib, pasepase, marawan, aruaarua, mawayanamapidian, inapariinamari, manao, kurripacowakuenai, palikur, tariana, maipure, mandawakamandahuaca, achagua, wainuma, warekena, banivaavanibaniwado	704	U+006f
^k	k	ka, kamui	bahuanashiriana, apurinaapurina, marawamaragua, waurawaura, maipure, mawayanamapidian, piapocodzaze, kinikinauguana, guinauguinao, cabiyaricaviyari, baure, yawalapitiyawalapiti, resigaroresigaro, achagua, wainuma, palikur, baniwaicana, manao, yaviteroparaene, mandawakamandahuaca, wapixanawapishana, matchiguengamatsigenka, paresiparecis, chamicuro, mehinaku, tariana, terenaterena, nomatsiguenga, yukunamatapi, kauixana, piroyine, barebarawana, asheninkacampa, tainotaino, caquintepoyenisati, lokonoarawak, manxinerimachinere, paraujanoanu, pasepase, yumana, kurripacowakuenai, waraicu, aruaarua, ignacianomoxos, enawenemaweenawenenawe, karutanakarutana, trinitariomoxos, anauya, guajirowayuu, garifunablackcarib, amueshayanesha, saraveka, marawan, warekena, banivaavanibaniwado, islandcaribkarifuna	668	U+005e U+006b
m	m	-numa, kamui	inapariinamari, kauixana, marawamaragua, resigaroresigaro, baniwaicana, yumana, nomatsiguenga, mandawakamandahuaca, guinauguinao, ignacianomoxos, apurinaapurina, garifunablackcarib, yaviteroparaene, yukunamatapi, matchiguengamatsigenka, mehinaku, piapocodzaze, amueshayanesha, asheninkacampa, bahuanashiriana, paresiparecis, wainuma, barebarawana, achagua, palikur, trinitariomoxos, kurripacowakuenai, islandcaribkarifuna, cabiyaricaviyari, tariana, waurawaura, tainotaino, banivaavanibaniwado, manao, maipure, warekena, saraveka, yawalapitiyawalapiti, chamicuro, manxinerimachinere, mawayanamapidian, piroyine, lokonoarawak, baure, guajirowayuu, marawan, anauya, wapixanawapishana, paraujanoanu, aruaarua, kinikinauguana, pasepase, terenaterena, caquintepoyenisati, waraicu, enawenemaweenawenenawe, karutanakarutana	641	U+006d
p	p	mapi, atapana	baniwaicana, wainuma, mehinaku, warekena, inapariinamari, banivaavanibaniwado, kauixana, waurawaura, yawalapitiyawalapiti, apurinaapurina, resigaroresigaro, tariana, chamicuro, kinikinauguana, yumana, manxinerimachinere, yukunamatapi, kurripacowakuenai, ignacianomoxos, cabiyaricaviyari, trinitariomoxos, piroyine, amueshayanesha, terenaterena, karutanakarutana, asheninkacampa, maipure, guajirowayuu, pasepase, matchiguengamatsigenka, piapocodzaze, baure, nomatsiguenga, caquintepoyenisati, palikur, manao, guinauguinao, waraicu, paraujanoanu, marawamaragua, mandawakamandahuaca, wapixanawapishana, marawan, islandcaribkarifuna, garifunablackcarib, saraveka, anauya, tainotaino, yaviteroparaene, aruaarua	638	U+0070
e$	e	une, nene	paresiparecis, baniwaicana, yukunamatapi, saraveka, mawayanamapidian, tariana, terenaterena, kurripacowakuenai, ignacianomoxos, guinauguinao, paraujanoanu, trinitariomoxos, warekena, mandawakamandahuaca, enawenemaweenawenenawe, pasepase, kauixana, marawan, wainuma, palikur, resigaroresigaro, kinikinauguana, asheninkacampa, nomatsiguenga, cabiyaricaviyari, apurinaapurina, waurawaura, karutanakarutana, banivaavanibaniwado, piapocodzaze, aruaarua, yumana, chamicuro, waraicu, barebarawana, garifunablackcarib, lokonoarawak, marawamaragua, bahuanashiriana, maipure, caquintepoyenisati, islandcaribkarifuna, yaviteroparaene, guajirowayuu, mehinaku, manao, anauya, piroyine, baure, matchiguengamatsigenka, manxinerimachinere, tainotaino, amueshayanesha, achagua	619	U+0065 U+0024
h	h	atehi, uluhɨ	yukunamatapi, yaviteroparaene, mandawakamandahuaca, chamicuro, paresiparecis, saraveka, marawamaragua, guinauguinao, inapariinamari, wainuma, ignacianomoxos, garifunablackcarib, manxinerimachinere, barebarawana, trinitariomoxos, mehinaku, kauixana, resigaroresigaro, yumana, baniwaicana, waurawaura, kinikinauguana, asheninkacampa, terenaterena, palikur, nomatsiguenga, kurripacowakuenai, anauya, piroyine, baure, bahuanashiriana, enawenemaweenawenenawe, achagua, tainotaino, tariana, lokonoarawak, caquintepoyenisati, guajirowayuu, yawalapitiyawalapiti, warekena, banivaavanibaniwado, cabiyaricaviyari, pasepase, karutanakarutana, islandcaribkarifuna, manao, maipure, marawan, waraicu, aruaarua	576	U+0068
^a	a	ata, ari	garifunablackcarib, islandcaribkarifuna, palikur, amueshayanesha, marawamaragua, tainotaino, mehinaku, banivaavanibaniwado, waurawaura, kauixana, wainuma, inapariinamari, maipure, warekena, guajirowayuu, asheninkacampa, achagua, wapixanawapishana, resigaroresigaro, lokonoarawak, yawalapitiyawalapiti, yukunamatapi, cabiyaricaviyari, ignacianomoxos, barebarawana, apurinaapurina, kinikinauguana, saraveka, yumana, chamicuro, guinauguinao, paraujanoanu, aruaarua, nomatsiguenga, bahuanashiriana, enawenemaweenawenenawe, matchiguengamatsigenka, mawayanamapidian, caquintepoyenisati, manao, paresiparecis, baniwaicana, pasepase, terenaterena, baure, mandawakamandahuaca, kurripacowakuenai, marawan, waraicu, yaviteroparaene, piapocodzaze, karutanakarutana, anauya, trinitariomoxos, tariana, manxinerimachinere	546	U+005e U+0061
^i	i	iti, iri	nomatsiguenga, yukunamatapi, kurripacowakuenai, wainuma, matchiguengamatsigenka, achagua, saraveka, marawamaragua, islandcaribkarifuna, barebarawana, yawalapitiyawalapiti, paresiparecis, maipure, baniwaicana, resigaroresigaro, yaviteroparaene, garifunablackcarib, kauixana, trinitariomoxos, inapariinamari, piapocodzaze, karutanakarutana, asheninkacampa, palikur, manao, cabiyaricaviyari, kinikinauguana, terenaterena, chamicuro, mandawakamandahuaca, wapixanawapishana, waraicu, warekena, tariana, lokonoarawak, waurawaura, baure, tainotaino, banivaavanibaniwado, guinauguinao, enawenemaweenawenenawe, caquintepoyenisati, ignacianomoxos, mehinaku, yumana, marawan, anauya, guajirowayuu, apurinaapurina, mawayanamapidian, pasepase, manxinerimachinere, aruaarua, paraujanoanu	489	U+005e U+0069
u$	u	nu, tʃinu	resigaroresigaro, garifunablackcarib, marawamaragua, wapixanawapishana, yumana, yawalapitiyawalapiti, baniwaicana, kauixana, guinauguinao, islandcaribkarifuna, cabiyaricaviyari, trinitariomoxos, ignacianomoxos, mawayanamapidian, guajirowayuu, tainotaino, yaviteroparaene, wainuma, aruaarua, kinikinauguana, pasepase, tariana, waurawaura, maipure, achagua, warekena, mehinaku, barebarawana, saraveka, terenaterena, chamicuro, waraicu, mandawakamandahuaca, bahuanashiriana, enawenemaweenawenenawe, banivaavanibaniwado, karutanakarutana, manxinerimachinere, anauya, kurripacowakuenai, palikur, manao, paraujanoanu, yukunamatapi, marawan, piapocodzaze	459	U+0075 U+0024
l	l	hipule, balede	piroyine, chamicuro, banivaavanibaniwado, kauixana, piapocodzaze, kurripacowakuenai, garifunablackcarib, paresiparecis, achagua, waraicu, islandcaribkarifuna, manao, waurawaura, yumana, manxinerimachinere, yukunamatapi, warekena, mehinaku, yaviteroparaene, mandawakamandahuaca, baniwaicana, guinauguinao, lokonoarawak, amueshayanesha, pasepase, tariana, yawalapitiyawalapiti, marawamaragua, enawenemaweenawenenawe, aruaarua, karutanakarutana, terenaterena, tainotaino, marawan, kinikinauguana, wainuma, cabiyaricaviyari, paraujanoanu, baure, maipure, anauya, ignacianomoxos, barebarawana	457	U+006c
^h	h	hiya, hipule	baniwaicana, resigaroresigaro, paraujanoanu, inapariinamari, manxinerimachinere, yaviteroparaene, guajirowayuu, yukunamatapi, barebarawana, terenaterena, kurripacowakuenai, garifunablackcarib, tariana, kinikinauguana, tainotaino, baure, bahuanashiriana, mandawakamandahuaca, lokonoarawak, karutanakarutana, kauixana, enawenemaweenawenenawe, trinitariomoxos, wainuma, mehinaku, marawamaragua, anauya, islandcaribkarifuna, palikur, achagua, guinauguinao, ignacianomoxos, cabiyaricaviyari, saraveka, waurawaura, paresiparecis, piroyine, asheninkacampa, aruaarua, yumana, nomatsiguenga, apurinaapurina, pasepase, yawalapitiyawalapiti, marawan, waraicu	437	U+005e U+0068
^n	n	-numa, nu	piapocodzaze, marawamaragua, guinauguinao, asheninkacampa, yumana, waraicu, saraveka, nomatsiguenga, kauixana, manao, bahuanashiriana, warekena, mehinaku, mandawakamandahuaca, tainotaino, caquintepoyenisati, palikur, banivaavanibaniwado, barebarawana, cabiyaricaviyari, apurinaapurina, terenaterena, baure, yukunamatapi, maipure, trinitariomoxos, wapixanawapishana, matchiguengamatsigenka, paresiparecis, kinikinauguana, waurawaura, anauya, ignacianomoxos, yaviteroparaene, yawalapitiyawalapiti, chamicuro, enawenemaweenawenenawe, marawan, wainuma, islandcaribkarifuna, baniwaicana, inapariinamari, resigaroresigaro, amueshayanesha, tariana, karutanakarutana, manxinerimachinere, aruaarua, pasepase, achagua, garifunablackcarib, piroyine, lokonoarawak, kurripacowakuenai, mawayanamapidian, paraujanoanu	430	U+005e U+006e
ɨ	ɨ	abɨrɨhagɨlei, kɨba	wapixanawapishana, mawayanamapidian, garifunablackcarib, bahuanashiriana, guajirowayuu, mehinaku, waurawaura, manxinerimachinere, inapariinamari, yawalapitiyawalapiti, piroyine, apurinaapurina, kauixana, manao, marawamaragua, lokonoarawak, yumana, paraujanoanu, waraicu, nomatsiguenga, wainuma, aruaarua, maipure, matchiguengamatsigenka	366	U+0268
w	w	hiriwawo, nùakawa	kauixana, mehinaku, piapocodzaze, bahuanashiriana, banivaavanibaniwado, waurawaura, marawamaragua, guinauguinao, yaviteroparaene, chamicuro, mandawakamandahuaca, mawayanamapidian, palikur, cabiyaricaviyari, achagua, inapariinamari, yukunamatapi, wapixanawapishana, warekena, kinikinauguana, baniwaicana, piroyine, tariana, guajirowayuu, yawalapitiyawalapiti, pasepase, tainotaino, ignacianomoxos, barebarawana, terenaterena, karutanakarutana, yumana, maipure, kurripacowakuenai, baure, manxinerimachinere, marawan, trinitariomoxos, aruaarua, manao, garifunablackcarib, lokonoarawak, waraicu, matchiguengamatsigenka, amueshayanesha, enawenemaweenawenenawe, apurinaapurina, paraujanoanu, paresiparecis	348	U+0077
^m	m	ma-, ma	baniwaicana, achagua, cabiyaricaviyari, chamicuro, wainuma, yaviteroparaene, kinikinauguana, tainotaino, caquintepoyenisati, banivaavanibaniwado, matchiguengamatsigenka, warekena, guajirowayuu, garifunablackcarib, karutanakarutana, terenaterena, yumana, marawamaragua, maipure, kauixana, mawayanamapidian, bahuanashiriana, guinauguinao, ignacianomoxos, palikur, piroyine, piapocodzaze, amueshayanesha, tariana, waurawaura, asheninkacampa, anauya, waraicu, inapariinamari, baure, yawalapitiyawalapiti, nomatsiguenga, trinitariomoxos, kurripacowakuenai, wapixanawapishana, islandcaribkarifuna, mehinaku, resigaroresigaro, aruaarua, pasepase, lokonoarawak, mandawakamandahuaca, enawenemaweenawenenawe, manao, paraujanoanu, saraveka, manxinerimachinere, yukunamatapi, apurinaapurina, paresiparecis, barebarawana	329	U+005e U+006d
^t	t	tuida, taː	guajirowayuu, ignacianomoxos, paraujanoanu, waurawaura, trinitariomoxos, yawalapitiyawalapiti, maipure, palikur, paresiparecis, baure, bahuanashiriana, manxinerimachinere, manao, tainotaino, islandcaribkarifuna, banivaavanibaniwado, cabiyaricaviyari, barebarawana, kinikinauguana, wapixanawapishana, kauixana, matchiguengamatsigenka, warekena, mawayanamapidian, inapariinamari, mehinaku, yaviteroparaene, piroyine, terenaterena, yukunamatapi, enawenemaweenawenenawe, achagua, waraicu, resigaroresigaro, caquintepoyenisati, guinauguinao, apurinaapurina, amueshayanesha, karutanakarutana, asheninkacampa, marawan, anauya, wainuma, baniwaicana, saraveka, lokonoarawak, yumana, chamicuro, kurripacowakuenai, garifunablackcarib, nomatsiguenga, marawamaragua, aruaarua	326	U+005e U+0074
^p	p	pia, pi	kauixana, marawan, amueshayanesha, baure, matchiguengamatsigenka, terenaterena, nomatsiguenga, mehinaku, kinikinauguana, maipure, banivaavanibaniwado, manao, apurinaapurina, tariana, waurawaura, chamicuro, warekena, resigaroresigaro, piroyine, pasepase, yawalapitiyawalapiti, wainuma, palikur, asheninkacampa, yukunamatapi, trinitariomoxos, inapariinamari, cabiyaricaviyari, marawamaragua, manxinerimachinere, wapixanawapishana, baniwaicana, paraujanoanu, yumana, waraicu, guinauguinao, ignacianomoxos, guajirowayuu, piapocodzaze, kurripacowakuenai, aruaarua, karutanakarutana, achagua, caquintepoyenisati, barebarawana	308	U+005e U+0070
o$	o	naro, no	trinitariomoxos, terenaterena, tainotaino, nomatsiguenga, resigaroresigaro, lokonoarawak, guinauguinao, asheninkacampa, paresiparecis, paraujanoanu, caquintepoyenisati, matchiguengamatsigenka, waraicu, islandcaribkarifuna, apurinaapurina, chamicuro, baure, kurripacowakuenai, piroyine, aruaarua, yumana, marawamaragua, manxinerimachinere, enawenemaweenawenenawe, kinikinauguana, pasepase, manao, saraveka, mandawakamandahuaca, yukunamatapi, marawan, anauya, guajirowayuu, garifunablackcarib, tariana, yawalapitiyawalapiti, kauixana, mawayanamapidian, palikur, amueshayanesha	306	U+006f U+0024
b	b	siba, kɨba	garifunablackcarib, guinauguinao, marawamaragua, barebarawana, bahuanashiriana, mawayanamapidian, achagua, wainuma, islandcaribkarifuna, piapocodzaze, lokonoarawak, tainotaino, nomatsiguenga, wapixanawapishana, paraujanoanu, maipure, marawan, waraicu, palikur, manao, anauya, yumana, banivaavanibaniwado, resigaroresigaro, saraveka, mandawakamandahuaca, kauixana, warekena, baniwaicana, kinikinauguana, pasepase, tariana, karutanakarutana, terenaterena, baure, manxinerimachinere, kurripacowakuenai, cabiyaricaviyari	292	U+0062
d	d	ada, tuida	mawayanamapidian, garifunablackcarib, guinauguinao, paraujanoanu, marawamaragua, barebarawana, bahuanashiriana, lokonoarawak, kurripacowakuenai, resigaroresigaro, anauya, baniwaicana, tariana, mandawakamandahuaca, piapocodzaze, karutanakarutana, banivaavanibaniwado, achagua, warekena, aruaarua, tainotaino, islandcaribkarifuna, kinikinauguana, wapixanawapishana, palikur, saraveka, terenaterena, maipure, kauixana, marawan, wainuma, manao, paresiparecis	252	U+0064
ʔ	ʔ	koveːʔkoveʔdʒihu, hameːʔn̥aʔoː	resigaroresigaro, yukunamatapi, wapixanawapishana, chamicuro, cabiyaricaviyari, trinitariomoxos, ignacianomoxos, guajirowayuu, inapariinamari, kinikinauguana, terenaterena, achagua, baure, paraujanoanu, kurripacowakuenai, bahuanashiriana	246	U+0294
ts	ts	itsei, katsu	matchiguengamatsigenka, nomatsiguenga, asheninkacampa, waurawaura, caquintepoyenisati, banivaavanibaniwado, mehinaku, paresiparecis, yaviteroparaene, kauixana, yawalapitiyawalapiti, resigaroresigaro, bahuanashiriana, manxinerimachinere, guinauguinao, amueshayanesha, kurripacowakuenai, baniwaicana, apurinaapurina, piroyine, trinitariomoxos, waraicu, warekena, islandcaribkarifuna, guajirowayuu, saraveka, karutanakarutana, yumana, achagua, anauya, wainuma, ignacianomoxos, manao, paraujanoanu, barebarawana	241	U+0074 U+0073
ɨ$	ɨ	unɨ, mtɨrɨ	piroyine, bahuanashiriana, manxinerimachinere, mehinaku, garifunablackcarib, apurinaapurina, waurawaura, guajirowayuu, mawayanamapidian, kauixana, wapixanawapishana, yumana, yawalapitiyawalapiti, marawamaragua, paraujanoanu, nomatsiguenga, inapariinamari, pasepase, lokonoarawak, terenaterena, wainuma	239	U+0268 U+0024
^w	w	waya, wa	guajirowayuu, garifunablackcarib, achagua, wapixanawapishana, warekena, banivaavanibaniwado, paresiparecis, chamicuro, marawamaragua, yukunamatapi, bahuanashiriana, paraujanoanu, mandawakamandahuaca, kauixana, palikur, manao, yaviteroparaene, tariana, lokonoarawak, enawenemaweenawenenawe, mawayanamapidian, barebarawana, baniwaicana, waurawaura, yawalapitiyawalapiti, maipure, trinitariomoxos, tainotaino, amueshayanesha, baure, ignacianomoxos, islandcaribkarifuna, mehinaku, cabiyaricaviyari, pasepase, karutanakarutana, terenaterena, manxinerimachinere, marawan, anauya, wainuma, waraicu, matchiguengamatsigenka, piapocodzaze, kinikinauguana, yumana, asheninkacampa, kurripacowakuenai, guinauguinao, inapariinamari, piroyine, aruaarua	238	U+005e U+0077
tʃ	tʃ	etʃets, katʃɨmɨtʃe	piroyine, inapariinamari, saraveka, manxinerimachinere, mawayanamapidian, garifunablackcarib, trinitariomoxos, wainuma, warekena, amueshayanesha, yawalapitiyawalapiti, ignacianomoxos, chamicuro, yukunamatapi, waraicu, guajirowayuu, piapocodzaze, guinauguinao, yumana, baure, mandawakamandahuaca, achagua, matchiguengamatsigenka, paraujanoanu, kinikinauguana, manao, barebarawana, paresiparecis, karutanakarutana, asheninkacampa, nomatsiguenga, wapixanawapishana, caquintepoyenisati, islandcaribkarifuna, apurinaapurina, pasepase, tariana, mehinaku, cabiyaricaviyari	232	U+0074 U+0283
y	y	waya, hiya	palikur, yumana, paraujanoanu, banivaavanibaniwado, maipure, guajirowayuu, chamicuro, warekena, mandawakamandahuaca, garifunablackcarib, ignacianomoxos, pasepase, trinitariomoxos, barebarawana, baniwaicana, yaviteroparaene, marawamaragua, enawenemaweenawenenawe, achagua, tainotaino, manao, piroyine, piapocodzaze, waurawaura, kauixana, waraicu, mawayanamapidian, islandcaribkarifuna, inapariinamari, cabiyaricaviyari, aruaarua, amueshayanesha, lokonoarawak, bahuanashiriana, manxinerimachinere, yukunamatapi, wainuma, saraveka, baure, asheninkacampa, wapixanawapishana, marawan, caquintepoyenisati	231	U+0079
